"Protein.Group","S_19_1","S_P1R2_3","S_19_3","C_P1R2_2","C_90_1","C_64Y_3","S_90_2","C_64_3","C_64_1","S_64Y_1","S_64Y_2","S_60_2","C_19_1","C_60_1","S_90_1","C_P1R2_3","S_64Y_2_2","C_90_2","S_60_3","S_64_1","C_90_3","S_90_2_2","S_64_2","C_P1R2_1","S_64_3","S_19_2","C_60_3","C_60_2","S_P1R2_2","C_64Y_2","C_64Y_1","C_19_2","C_64_2","S_60_1","C_19_3","S_P1R2_1"
"Montipora_capitata_HIv3___RNAseq.g10393.t1",24.761861420926,23.740101177173,24.0600744651155,24.6568952867784,24.0001365477626,24.8060962463551,24.4586655609094,24.7077967080738,24.7680567805921,23.8842527947184,24.2771348388796,24.7341871893045,25.0375603590557,24.8542278921224,24.648003781998,23.6517160038756,23.3200579133791,25.0771040302576,24.2190754390637,24.950914658129,24.8453288627908,24.4299620395704,24.8379374882781,24.6841397026086,24.9810056579211,24.3119938230958,23.4817220888743,24.6209960009957,24.9828660979689,24.8723581288552,25.0178125823399,24.9509549597894,24.9461381972945,23.7638161627697,24.6137656382582,24.9014161267926
"Montipora_capitata_HIv3___RNAseq.g10394.t1",24.0819318115469,22.9577313123619,23.8624743849094,23.9815832205751,23.7035036802231,23.972473708954,23.9758875791493,24.4012627377408,24.1074752304161,23.3972685692629,23.3246640132033,24.1761265712322,24.9094512760074,24.5554147174475,23.9363587413259,22.452686035611,22.5456278174013,24.6627729948924,23.1968626290931,24.7203972896516,24.5782204153522,23.7152899554121,24.3432723444403,24.2288838498112,24.8585476437617,24.2363833044393,22.8249733030433,23.7659717588999,24.4570585588353,24.8669511827444,24.6975726456298,24.4228661531862,24.5192229104223,22.6840865037319,23.8903809986823,24.3375164225325
"Montipora_capitata_HIv3___RNAseq.g10395.t1",NA,NA,NA,25.3669051280778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2832001490097,NA,NA,21.1539396077007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10406.t1",24.7226872710032,22.952120729473,23.649383703763,24.2975316214683,23.0270072846097,24.3627875446106,24.1467835344247,24.7352421933623,24.4791907662902,23.8224582171395,24.0081406616499,24.646970527398,23.5648367842963,24.4604208988194,23.7797216592004,22.3076966681289,22.798279659062,23.6328915013073,23.1563401959261,22.831320485839,24.1577809771661,23.7517853221942,23.2886905163524,24.3230165407525,23.4708074245171,24.2314217448982,23.9312739589516,24.7127038345037,23.7326697855551,23.8458596436671,23.3309695188004,23.5855247744054,24.3465773045839,23.0862207943447,23.7750131103367,24.0437345558606
"Montipora_capitata_HIv3___RNAseq.g10410.t1",21.398434226545,20.8840559963207,21.558685204726,21.3156511265833,19.7231857538658,21.0908242786936,20.3205529543752,21.509862815194,20.461485192715,21.3129531484579,20.3181952362863,21.5084077508967,21.568358242138,22.2374960568015,21.1693152132018,NA,NA,21.294145200934,19.8483363985787,20.9956077631739,20.6129451920468,20.9129274259594,21.9855035711563,21.7794143857371,21.9034696374321,20.7661789709144,20.3452216797148,21.1890276209323,20.8434482165242,20.6340085839996,20.3460947680387,21.7074600338182,21.0564534903925,19.2871684486207,20.2096273829835,20.8895914124431
"Montipora_capitata_HIv3___RNAseq.g10430.t1;Montipora_capitata_HIv3___RNAseq.g3556.t1",22.7557887663863,22.9407067220009,24.3354293383213,23.6659558568268,23.9957524893244,21.9640786177582,23.6961174909366,21.8521963949679,20.8066848203256,21.3251221954672,22.7665068693771,23.6225764789055,22.3635200089442,23.3609448454842,23.2860441445922,23.4804712202179,22.9255076272934,22.1798813068397,23.7944771466505,23.1866114951858,22.9523541437027,23.6736131652882,21.2226397111934,24.1873344016536,21.0966294288778,24.4338653057574,24.0152578207692,23.5915225748406,23.1400062321189,21.0570409759896,20.8758366072317,24.2954700624706,22.8774870064876,23.8471531422892,24.6652285553505,21.2202298146902
"Montipora_capitata_HIv3___RNAseq.g10474.t1",20.0071778683687,NA,16.9656157373225,19.5597345185118,18.2324698214584,19.9580527058221,19.1709789846515,19.9362918768307,19.7449826409209,18.9713512055989,NA,NA,NA,18.695821930629,19.0479093696263,18.6533800957197,NA,18.0336340495107,NA,18.7363754009863,19.1466061190718,19.1841486295433,18.8852251177295,NA,19.2985162704776,NA,19.6439819930383,18.5637555727687,19.3128488958275,NA,19.8975305830674,18.9388060590029,NA,19.0286586545875,18.5795052724339,19.4244336337322
"Montipora_capitata_HIv3___RNAseq.g10482.t1",21.2845181512504,20.2259187645554,20.2364091446203,21.260023921054,19.6734495902345,22.2717932680363,20.8579136237989,21.6392852797895,22.1719874711751,21.76413842153,NA,NA,21.0561680113679,NA,21.3179849964842,20.6042749548593,21.6303600104631,21.8706572662181,20.4812114977929,21.1852225287827,20.9518715407735,20.9707984889731,21.7912194375164,20.5200794594968,21.936002094869,20.6911013298822,19.215274513715,NA,NA,22.5326693460546,22.5853680934484,21.6181693813373,21.0576535052093,NA,NA,22.099471579926
"Montipora_capitata_HIv3___RNAseq.g1052.t1",NA,NA,NA,NA,19.5041255308806,NA,NA,NA,NA,19.4344283083099,NA,NA,NA,NA,NA,NA,18.7715937415291,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6816240437921,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10709.t1",NA,NA,NA,17.7996758885388,17.1145236422026,18.1133115217953,18.8761730222386,18.8086908542184,17.731040957246,18.0340320328922,NA,17.5933285424579,17.7987315427863,17.6404212563714,NA,NA,NA,18.8446036762378,NA,17.6928113910788,17.7764292170526,17.592700879148,18.9878202570101,17.377962973663,NA,18.1997945385996,NA,16.8761069636429,18.6324603350671,NA,18.5112667006834,17.1712950142492,17.6029147113186,16.4498267245558,17.5180854576349,18.2255994753807
"Montipora_capitata_HIv3___RNAseq.g10716.t1",20.9530361261648,NA,18.6899008516714,20.5764893060156,19.8671166677086,20.8600807385373,21.1993707095541,19.0841393056818,18.446175645089,18.6346707089641,20.1873279069282,20.8728366108444,21.1603731021033,20.6335183315583,21.0666494473393,18.5948081994852,18.761278519856,21.3697103559031,20.1679655151009,20.8268751658198,20.9938550624185,20.8027144508841,21.0356975332055,20.3581512187258,21.4984902475171,20.9709816985163,18.6934801512906,18.7804712840954,21.2483729340525,21.2194679654284,21.1190585803425,20.5065878530788,20.6972194691781,18.0474439711091,20.5594028824511,20.9653586515001
"Montipora_capitata_HIv3___RNAseq.g10722.t1",NA,NA,NA,17.7348190648645,NA,NA,17.937990478332,NA,NA,18.1926606422883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2804561723747,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10726.t1",21.7530348115498,19.9057688327263,19.1349180602736,21.5069002649157,19.9130418717819,21.5867583718956,21.6965942515605,18.4445493546369,21.0595274916223,19.9417202694244,20.7638657924722,21.4724717072641,21.880898522368,21.3598066542914,21.3219415782642,20.4373172545027,20.3401562608608,21.2749044682833,NA,21.3502681614947,20.4896823730252,20.4407485460626,21.5085973150351,20.2847456072754,21.604181619168,20.7233413902763,20.1708989352349,21.1630435268174,21.9814400275013,19.9430553523059,22.0491311372543,20.9842186911118,21.318709256681,20.53306090743,20.9309573683559,21.3464267575172
"Montipora_capitata_HIv3___RNAseq.g10747.t1",NA,19.6938659275731,19.0926997265508,NA,20.1261119087768,18.676335900076,18.964186256229,NA,NA,19.035788299,19.6558337799844,19.0548199064829,NA,NA,NA,19.7464320041694,19.7249204522519,NA,19.7165693484681,NA,NA,18.94593984256,NA,19.013300691429,NA,NA,19.2190476612289,18.7229265309289,NA,NA,NA,NA,NA,20.1158931438029,18.9393535890607,NA
"Montipora_capitata_HIv3___RNAseq.g10751.t2",20.4269193881047,19.234314881369,19.284320033389,19.5343604763581,21.6499059722313,20.4008159987305,20.0463008863892,19.8303656844443,20.4350809024309,19.3488775160692,NA,18.9339701893613,20.4957334276466,20.4181116362794,NA,NA,NA,20.3915313953902,NA,19.8981280538698,20.6593842749806,19.7255240515258,20.5670006105031,20.0361508019047,19.5361996592114,NA,21.5461538063152,20.1309183425244,19.8854696089378,20.1820292043113,20.3910062210372,20.3083726406917,20.3065767129695,19.2411545683693,19.0820094786152,NA
"Montipora_capitata_HIv3___RNAseq.g10752.t1",NA,20.0809757417011,19.9309689147606,19.2147880789017,19.9796223136773,19.7870840322264,17.9932455026216,19.3070709793379,NA,19.8872614345282,NA,NA,NA,NA,NA,20.6139215130084,20.4774917299827,NA,19.7517249591306,NA,NA,19.1147514268519,NA,NA,NA,NA,20.145302954694,19.0444940117623,NA,NA,NA,19.094478832535,NA,19.4442241545288,19.8195838832257,NA
"Montipora_capitata_HIv3___RNAseq.g10757.t1",24.5576159640573,24.2658735376993,23.7028393400536,25.1748379294037,23.5069100682994,24.3948483584894,24.8188029322245,24.7279908554038,24.1707621993364,23.2043642745157,22.6044614950129,24.8862636867235,24.6424173122758,24.2145917101322,24.7093723561985,24.532605621095,23.2088487524737,24.931604455917,24.8364963421256,25.3881204507117,24.8510198294002,24.8700584697662,25.1875950727751,24.7341577232785,25.2008890289191,24.2708117289946,23.0994812113502,24.1551194732472,25.1157656960877,23.9156030634941,23.8004319078172,24.8256878506804,24.7154601668154,24.0590347904786,24.5293104414897,25.378683542743
"Montipora_capitata_HIv3___RNAseq.g10762.t1",NA,21.4418145317555,21.3161395315651,20.6327282345765,23.2219179168855,20.5135588238112,20.8362798196196,21.1262789416284,20.4756122264161,21.54539002868,20.7298329314463,20.3748472621259,NA,NA,NA,22.9377146847911,22.5788418584241,NA,21.4528275268851,NA,NA,NA,NA,21.1787775936192,NA,NA,21.6966607859843,21.3316223771087,NA,21.2231210015327,NA,20.8587976459566,NA,22.8375362182051,21.536827491895,NA
"Montipora_capitata_HIv3___RNAseq.g10767.t1",26.4338555025008,25.9468901264671,25.7334890445854,26.0993648273355,26.2243862382671,26.6075956964943,26.3405923013328,26.2183242149232,26.2127552210118,26.2464039930024,26.2199429316738,26.1738372276338,25.7238540174598,25.7653833329852,26.4288219727975,26.0971721645495,26.5362004893878,25.9417369230589,26.1500174605903,25.671445396055,26.5648858476115,26.2714650226791,26.3723117872741,26.3172246217841,25.4017489138943,26.4456014238285,26.5092470601922,26.3322567718148,25.7858730758193,25.4047425624704,25.6187691519764,26.2462811892776,25.5710967673048,26.1684598828042,26.6049368427585,26.3563729804027
"Montipora_capitata_HIv3___RNAseq.g10777.t1",25.5113032614381,23.1735283116675,23.8413201720621,24.7031259660429,23.2127897981983,24.4216823303656,21.7861820684876,24.656087333738,24.8288341692237,22.5519075891482,23.2053738641624,22.2510480652068,NA,24.2778855684108,22.3307414408714,23.1167378549494,23.1872442280828,20.6329508362004,22.3910201232461,NA,24.0747905394201,23.7076989890133,21.3397999954081,22.2449846606932,NA,22.148863507314,23.6289325145456,23.9915249600058,18.9780547402021,21.432051078474,21.1263834061198,23.4324835356133,23.4645726713925,22.689139978478,23.1941302648162,NA
"Montipora_capitata_HIv3___RNAseq.g10779.t1",NA,NA,NA,NA,18.088783710623,NA,NA,NA,NA,16.6306535158003,18.4627223000019,NA,NA,NA,NA,18.4780629074531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3896473551601,16.6853856222053,NA,NA,NA,NA,NA,18.17326615389,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10780.t1",22.2874140884212,22.0668773641277,22.1378248141023,22.4070895680692,21.4632226344548,22.5699057757031,22.5797064350704,21.9429718004421,22.0110844147608,22.1577190012132,21.3047364983218,22.0547137720737,22.0132038984991,22.532683731337,22.5986909005173,21.6579905651914,21.8181680737279,21.8314227450677,22.5654543720566,22.0554646583612,21.7869933329589,22.5895937752652,21.6721649299924,22.0240036943696,21.5804392675991,22.8027764641812,21.8048895337951,21.8117093327436,22.1435793977285,22.0137060264824,21.7134098003191,22.7285995028933,21.9458814557285,21.8189616519509,21.9486684413294,21.8972980074491
"Montipora_capitata_HIv3___RNAseq.g10797.t2",21.8129811354384,21.8638404018619,22.2546259965657,21.6275383373163,22.5306069625977,21.2680036464547,21.8164374219509,21.5564195171672,21.5828963128075,22.2530168883433,21.8969450561136,22.006419395952,21.6820068928477,22.3425323734534,21.989872594988,22.0913275531126,21.8052589463973,21.762743744266,22.3920213856968,21.5979687601553,21.9010719176111,21.6801692346421,21.6557394636448,22.1642647791421,22.3129613166725,22.2130748429094,22.3074993455622,22.1748431094222,22.2200939842431,21.6993912485158,21.9317771138525,21.5957166382947,22.0529242071999,22.3797464063787,22.5368971947065,21.6263306679663
"Montipora_capitata_HIv3___RNAseq.g10809.t1",18.4318638058537,18.8825571370973,19.2964054247879,19.4286345360724,19.8142169004073,19.4872873146465,19.5899200295564,19.2762307776152,19.5021083691745,19.133372093999,19.150035905183,19.267680109119,20.9642808409833,19.4532332006791,21.3525410837975,19.950253924049,19.4804062568125,19.7125735985813,19.8487266545509,17.9971282150613,19.5940871887062,19.0664554926669,19.5745926034803,20.1233442292126,20.1406505296483,NA,19.2689852417122,19.4839849905824,18.9645581245703,19.1096392312708,18.438613955048,19.6055566066182,21.7734369532407,19.6825618489368,20.1667380469102,19.0174490098517
"Montipora_capitata_HIv3___RNAseq.g1082.t1",22.5365929907088,21.6721234842145,22.2728491586535,23.1574283570615,22.4129189240518,22.9651889092358,22.2965915283494,22.5900830719142,22.2928296508656,22.745357249712,21.3756605901128,22.0458039798338,NA,22.3425349505182,22.2574373368769,22.0140202999956,22.0742476477616,22.1399615934418,21.9251324379579,21.5859108452615,22.1358880464849,22.6494423642437,21.7333507406116,21.6353765965205,21.0941521237591,22.3218837914763,21.5236641250888,22.2790434598183,NA,20.7532891913152,22.8476899421964,22.7086823010956,21.7265707525556,21.619194575816,21.0169293158984,22.0189643661295
"Montipora_capitata_HIv3___RNAseq.g10820.t1",NA,NA,NA,19.1871310877748,20.7971843663077,NA,19.2132945604388,NA,NA,NA,NA,NA,NA,NA,NA,21.0102132414063,20.5200982882663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10841.t1",24.4210123419637,24.4115698195267,24.5060713355174,24.3646281602773,24.504604318376,24.793300367872,24.1665806900748,24.2592049209709,23.8918476576227,24.5810702176762,23.1776213358625,24.0614442060989,23.0220821136208,24.2896608148529,24.1414306666379,24.1303391344535,24.4258037995626,23.6263896048436,23.4996757263456,23.392887178867,23.8100601772364,24.1852107303728,23.3988575720618,24.037450266036,22.968985232844,23.6406560222187,24.5740984860435,24.7822233957229,22.7455344136889,24.3125110267729,23.3427552047274,24.14736192473,23.6221414362212,23.9158318866296,23.5067172561928,23.0382259328687
"Montipora_capitata_HIv3___RNAseq.g10973.t1d",NA,NA,NA,17.0937487909222,NA,NA,NA,NA,18.8912201330962,NA,NA,NA,18.789156500883,17.7441050948789,NA,NA,NA,NA,NA,NA,17.8731643367225,NA,NA,NA,NA,NA,NA,17.4856674354027,17.3237878855045,NA,17.5141758726021,17.8072986089249,18.0940657623314,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g10990.t1",23.965134115305,22.5943689155866,23.0285864919904,23.8862305623504,23.1569673694231,23.6840554612274,23.0616829985167,23.5283949689457,23.6116963146252,23.0848753600315,23.1002008178839,23.8240612117943,24.0178480852097,23.6742904511104,23.6550552672853,22.3084265270505,21.9643870541216,23.7044431004909,23.0505549772486,23.8623515047901,23.9310298926781,23.4218333141146,24.092028002247,23.9092999170387,23.7558494688996,23.571629985958,23.2672328939303,23.1585324934743,24.2220420747096,23.5701255415282,23.9572461648217,23.4920420355629,23.7104282094629,22.9257907432512,23.7957792829277,24.2690140726682
"Montipora_capitata_HIv3___RNAseq.g1105.t1;Montipora_capitata_HIv3___RNAseq.g15338.t1",NA,NA,20.4370127786266,21.0613004831211,20.0453075687324,21.7637367516942,21.0636406271857,21.4206855182255,21.6176295538326,20.6120891733622,NA,19.6007863204975,NA,20.1087597297995,20.0544950211505,NA,NA,20.6604419766415,18.9709153667134,NA,20.7641255609159,21.0423936484111,NA,20.1540782563916,NA,20.1387912865169,NA,19.5712978325167,20.1901514113967,20.2805300849435,20.3977517851837,21.342348983131,19.8475610175664,19.7256652918311,NA,NA
"Montipora_capitata_HIv3___RNAseq.g11103.t1b",20.9411065474226,20.6923445538019,20.7992975326282,21.1834448730442,20.7344673449605,21.4408657467605,21.2167639130812,20.8468080740792,21.5627170983171,21.4355752727228,NA,21.2362624188017,21.6529241657413,21.3476270451724,NA,21.3448368713095,21.7659873337021,21.3987966544884,20.3769541546673,NA,21.2090731316081,21.2789256713052,21.3829735663412,NA,21.5955635643106,20.4040527015516,21.6087686203654,20.9934726168542,21.6739559981058,20.957279646837,22.2149971637332,21.2493083618854,21.4211216520916,21.4393432970231,20.9045861147474,21.6727147293972
"Montipora_capitata_HIv3___RNAseq.g11106.t1a",23.2207929316928,21.9254160803146,21.9979794233815,22.7584752581082,22.2487661105239,23.0368493821133,23.2609892871306,23.0083285948291,23.1516337994326,22.2788190722071,22.8792043385099,23.0344824666701,23.2832869227283,23.1347272743804,23.140166982345,21.7279667658273,22.0591344997004,23.0334932422684,21.9405051995272,23.2906478959378,23.5004221438046,23.0111400509178,23.0616398243468,22.7134976940053,23.267985650257,22.5983778697342,22.3196617858023,22.7315459881862,23.0211207863163,23.1834759194563,23.3735642846785,22.9720464504512,23.3824422324225,21.5885727111984,22.7026994399754,23.1232256490311
"Montipora_capitata_HIv3___RNAseq.g11107.t1",22.3258533105677,NA,21.6893541512738,22.1176304201284,21.9880778802194,21.8373056058142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8670363320796,21.8827365116177,NA,NA,NA,20.5026645442659,NA,19.3262196208783,NA,NA
"Montipora_capitata_HIv3___RNAseq.g11110.t1",20.4003706850028,NA,NA,20.4641578319088,19.3308701151672,19.919852426553,NA,20.4789103033431,20.7021972095115,NA,NA,21.0992999692728,NA,19.8134198264659,NA,NA,20.2589567300583,19.899709284767,20.0152334857733,20.1065942485913,20.3536008976275,NA,NA,20.6600852509126,20.49595600623,19.9353484336417,20.4207804640405,19.9907524128784,NA,20.8098234625642,19.624506222412,20.7718113284461,20.3121281975299,20.3464559754272,20.7107518973394,19.9292291469474
"Montipora_capitata_HIv3___RNAseq.g11119.t2",20.752877957387,19.4169859931836,20.0682014590625,20.1313673161885,19.8090695034497,20.9158005281547,20.0348407650683,19.8324115213303,20.4359771814321,19.7451811926171,NA,20.1415310774593,19.8107733237339,20.0102337335932,19.6520495230649,19.9950446765627,19.4373707248587,19.5363246546758,19.5716599570192,NA,19.3177294669759,20.0249833869766,19.8966542819861,20.0284564890449,19.5713007261696,19.4378754838784,20.0653635389674,20.5515768475993,20.305556362099,NA,19.9018848853228,20.0349047255715,19.5992887186881,20.5329450191881,20.5021233052954,20.0262532577055
"Montipora_capitata_HIv3___RNAseq.g11123.t1",NA,NA,NA,18.8701984777492,18.5917153358698,19.1831378562109,NA,18.7905000370691,19.0703714088258,NA,NA,NA,18.9623466591731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5465149960268,NA,NA,20.0185287559581,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g11126.t1",NA,NA,18.6257838551572,19.8514425313074,19.3353212447655,19.3738148926336,19.9648469857504,19.9401016219279,19.348308480851,19.0129247304029,NA,18.8467313810451,19.3489164070302,19.9967503422815,19.0696243100562,18.9064496105632,NA,19.6992535557983,NA,18.7167774998142,19.7442307699637,19.2369497843981,19.5625557080149,19.2966020300921,19.3350385002468,NA,19.0962983804883,18.8699490320231,19.7678675137295,NA,19.1234451173256,19.3382214232294,19.6812661901649,19.2226506178964,18.6378921236493,19.6915357707997
"Montipora_capitata_HIv3___RNAseq.g11150.t2",23.2653650942242,23.0971734507915,22.8690334007654,24.1222000212213,22.7713303771705,23.770364666023,23.6585353323025,23.3765778513881,23.6021384878207,22.5003133305059,22.2804090192748,22.7012611908697,23.5426137929824,23.3222396937981,23.4791006983437,22.786731768195,23.0347998019966,23.5523446289267,23.3675535263693,23.1380628592367,23.606484059128,23.6231940722609,23.4417599596518,23.2961454837724,23.208074912453,23.5327293828537,22.6570819081484,23.2219690853592,23.4831817887166,23.7809978416625,23.3361387653429,23.6438078687199,23.6376059464039,22.1916214826276,23.3713075167381,23.4447674617909
"Montipora_capitata_HIv3___RNAseq.g11159.t1",22.90297095067,22.0519843810435,21.4631187139198,23.3078460317021,21.706052459836,23.3137276770886,23.3504722655448,23.4817709828089,23.9254570100479,22.6266135207434,20.2762929783675,22.6529654011234,22.8570244070795,23.6758971800557,22.9884829085747,21.8268915511293,22.1333446543965,23.5593938961768,22.4488820619086,23.5933246667196,23.7637418163066,23.1371129451886,23.4259893001919,22.5807469002945,23.5424478943121,21.5017147527306,22.3723006266472,23.1753636064478,23.6313993416614,23.6156882269462,23.3358977410054,22.3501769596047,23.9324381621367,21.7973385549832,21.998980212497,22.9843831667825
"Montipora_capitata_HIv3___RNAseq.g11160.t1",19.5374833711467,NA,NA,19.8577360710437,18.4421188821474,18.9538530143659,19.3552214949808,18.8874619797378,19.5363572655631,NA,NA,NA,NA,18.4724634023999,NA,NA,NA,18.8489573583056,NA,NA,18.8749890372175,18.972478091336,NA,NA,NA,NA,NA,18.9837817658867,18.3017855895895,19.4960575882199,19.5147219989392,18.7207477600848,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g11177.t1",25.8308825642554,24.9003370905304,25.0482791520674,25.7750329094477,25.1441961128202,25.6616174154127,25.6104918640849,25.5937197104866,25.7527448680035,25.3202865844762,24.0011040500283,25.4099133450691,25.8247826195442,25.720177863097,25.6723653423842,24.8306086265148,24.7356219217201,25.640878507031,25.3861690473074,25.5035363157028,25.7432228022711,25.6425544782726,25.8585780902,25.4295472141949,25.8752437074155,25.2962733593167,25.2005732806384,25.6003497608869,25.5770057787374,25.4827163912672,25.5922779503319,25.5003989228844,25.5678843765819,24.7503527802613,25.4381193557109,25.8108151875797
"Montipora_capitata_HIv3___RNAseq.g11181.t1",NA,20.4066302288475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7254962802662,NA,19.208326653228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4295772224945,NA,20.281678075376,19.5938294509945,NA
"Montipora_capitata_HIv3___RNAseq.g11185.t1",22.1647610300715,23.0770549566604,22.4776483477344,22.1705019833893,21.6051387870411,22.0333090631271,22.1134860841282,20.7369369759693,20.5564412689744,23.0813935516206,22.1388814159305,21.0630940165886,20.7121164729499,21.1189748056744,22.3262661232867,22.5925504502296,22.8648066486046,20.8221835503961,23.6981711512146,21.1547522979371,21.1682318518781,21.8890048826259,20.9491591537512,22.0773320946056,21.0046655604257,22.1327844588353,22.2791789543242,22.0859834368533,22.0944374341851,20.9020592040204,20.4850960666195,21.7472568067904,20.7307451083016,22.0966706035404,22.0037287486047,21.9048210090359
"Montipora_capitata_HIv3___RNAseq.g11187.t2",19.335909050566,NA,NA,19.1477513222666,20.5261535440759,20.6145026076866,19.2354166660471,19.5907524150285,20.6617446146969,18.4200218793843,NA,18.1091828056799,19.7950640364411,20.357286069763,18.9471578385716,NA,18.1961886171651,19.3173231757011,NA,19.2160781127062,19.6120262736422,18.8050450667498,19.3684967367797,18.7193245800135,19.0551563059289,18.5377513733,NA,18.5845998010497,NA,19.6337434715543,20.0849783257932,19.1661646153714,19.5067304500584,17.8691618331532,18.9866062682778,NA
"Montipora_capitata_HIv3___RNAseq.g11188.t1",22.8098297414489,21.0612536711703,22.8495806277878,22.9984817985217,24.0423726059472,23.181865471097,23.2209013968767,22.4225765759715,24.1848842694304,21.3486584647558,21.0513569920636,21.833923133174,22.5166169078466,24.030980430283,21.4720602491187,20.4283303946868,21.3917083773803,23.9584108467946,22.738152164727,23.0788532855633,23.3419924446992,21.9123102850465,23.5590988351996,23.7707996738686,23.3772542262512,21.2960663437217,21.1721195117736,23.566001064727,21.9711637443409,24.1295587917923,23.74166478825,23.9181801026088,23.7384903086935,21.2666168530795,22.2838895310272,21.9683663902745
"Montipora_capitata_HIv3___RNAseq.g11197.t1",21.8613341965919,21.3952014880311,20.84392842912,21.5392076903384,21.2556808372652,21.5586554299642,21.8476919490862,21.683615013873,21.8578430228617,21.811539524057,21.5965453457767,22.2511642502441,22.1624955158665,22.4009694424775,21.9925047356617,20.6499627482141,21.2452980927996,21.6779327214388,21.3265071161807,21.5313024467339,22.0968381851597,21.4735260366333,21.9342356293901,21.8409280031913,21.9676658516728,21.7209818118864,21.7573094298167,22.2957046254314,22.1571910184904,22.2121871758121,22.2185443169642,21.3669886108683,22.0931958983231,20.7295346564766,21.6763806687095,21.8246791117356
"Montipora_capitata_HIv3___RNAseq.g11211.t1",23.7455923693871,22.4415440567301,22.8636452412386,23.5132366442964,22.8713283002131,23.9730549595213,23.6399795326675,23.6623728364037,23.8566522503619,23.3111030336192,22.7672683416197,23.576469123042,23.4254415629106,23.2661949062909,23.2589288472302,22.6178877817685,22.4454350993949,23.5950788556803,23.3937517982465,23.5201786375782,23.6625322394686,23.6899091673393,23.4053330157553,23.2978566481271,23.3836447090386,22.4540678087115,22.4490124621502,23.266935626315,23.2713937790143,23.7630218552484,24.0894934775586,23.4366852397196,23.7785051061864,22.4247077197706,22.9790786029535,23.8379028506589
"Montipora_capitata_HIv3___RNAseq.g11214.t1",24.4193176823642,23.6124994732924,23.1320657036277,24.4419554473854,23.8436149817797,24.1340648102417,24.2196057749101,24.1961396786322,24.4156060048914,23.3675979155935,23.7100835281542,24.7047365834908,24.9163526658156,24.788418744947,24.4156109044576,23.551141453134,23.3521052719049,24.3851638452219,23.6391623791179,24.3824411769469,24.8360417807378,24.187566078084,24.7212682988725,24.9010593926682,24.7062635043062,24.1516591903471,24.1636700966744,24.5602162002036,24.8118209272227,24.7028837163983,24.7674216183979,23.9518991021116,24.6642022502409,22.9721549864502,24.8159673123687,24.4268359759677
"Montipora_capitata_HIv3___RNAseq.g11218.t1",21.876566219119,21.2865463404827,21.5193054683875,21.9683781685127,21.3836269126238,21.5661128178303,22.1939220427654,22.1583318602812,22.4429925832112,21.4009332322665,21.1499694105442,21.813942323083,23.0119120797603,22.6880435515764,21.9352564297527,20.1837328975162,20.5193156678082,22.5819506946528,20.816221286289,22.5777147483216,22.4619080434209,21.712128860812,22.3549330765427,21.7521626617663,22.5994399223205,22.0448628366461,20.8380828609939,21.7398262329313,23.1200807461772,22.3014072998355,22.295902166799,21.9498544892547,22.4380938405995,20.2829372521415,21.3487100569002,21.9628837410955
"Montipora_capitata_HIv3___RNAseq.g11220.t1",21.1418606377804,19.1265582844908,19.8134063212357,20.9069589284302,19.9988827981959,20.4391431421111,20.6088949269626,21.0436012386953,21.5435768091706,19.6768326895024,19.6554512366196,20.8809412016925,21.9110584736863,21.9187200496376,20.0620222497921,18.26271052615,19.2792655450891,21.016788908631,18.183778927644,21.2662905736324,21.2618384014891,20.1823667696101,20.9799657236952,20.4385114192595,21.2234047490683,19.9422371587549,20.2926955728165,21.3473790107985,21.3240738050318,21.8434202287418,21.6902650969588,20.6759552029443,21.297854969314,19.6925183451639,20.731895107244,20.6664834304927
