"Protein.Group","S_19_1","S_P1R2_3","S_19_3","C_P1R2_2","C_90_1","C_64Y_3","S_90_2","C_64_3","C_64_1","S_64Y_1","S_64Y_2","S_60_2","C_19_1","C_60_1","S_90_1","C_P1R2_3","S_64Y_2_2","C_90_2","S_60_3","S_64_1","C_90_3","S_90_2_2","S_64_2","C_P1R2_1","S_64_3","S_19_2","C_60_3","C_60_2","S_P1R2_2","C_64Y_2","C_64Y_1","C_19_2","C_64_2","S_60_1","C_19_3","S_P1R2_1"
"SymbC1.scaffold3580.4",23.135874272392,23.9751491290771,24.5647889982787,23.235912406524,24.9030389175769,23.0422109361461,23.0583344857311,23.2681473223319,22.2388754075301,24.1513574120985,24.6601269351325,24.3561977902699,22.3744417528047,23.8464955387654,23.4539615944197,23.0101382716756,24.2561787365167,23.7077400570972,23.2981659361073,21.964785217675,23.6002228173641,23.8072772820861,23.0178711870864,23.7471426661524,22.8170213048866,24.0767060131876,23.9571454483614,22.7997945428049,22.2549124073281,22.5792849740758,21.905336319639,23.487530826664,23.519786202675,24.2631312001553,24.2200133657782,22.2890023384794
"SymbC1.scaffold3580.5",20.8341177253481,21.4560437758589,22.1108092083633,20.8689254861224,22.2893861461357,21.2379591466145,21.2946946403859,21.1470117187679,19.688270268155,21.3435305737168,22.1607033100646,22.2121690635585,19.7783972215109,20.7930437159138,21.5106618054937,20.6326180856451,21.0132183837698,20.9076559217516,21.1274490473889,19.8517951647878,20.0816189886573,20.8869341056943,20.5651546198629,21.8581835646073,19.8497098492349,21.4246257172518,22.3140128303011,21.4576357529496,18.8629271253194,19.7682566251028,NA,21.3252328403908,20.4586603048214,21.9504607641279,21.2655708394201,20.3535979364578
"SymbC1.scaffold3580.6;SymbC1.scaffold3580.7",20.863594296663,20.6444825659371,21.564275460301,21.043807966812,22.2359969604475,20.6878528856694,NA,20.9853646757533,NA,NA,NA,NA,NA,NA,NA,21.0466615902932,NA,NA,NA,NA,NA,19.8136509616049,NA,NA,NA,NA,21.9691014668932,21.907037071529,NA,NA,NA,NA,19.7340155541704,22.1985943152559,NA,NA
"SymbC1.scaffold3581.1",18.8880405874613,NA,19.285882349799,19.4064321009639,NA,18.7900812736992,NA,NA,18.7299191044216,NA,NA,NA,18.6454618615275,NA,NA,NA,NA,19.7183680441965,NA,NA,NA,19.74827772813,NA,NA,19.639182366373,NA,NA,NA,20.0268484415781,NA,NA,NA,18.9484338952547,NA,19.2956026218527,NA
"SymbC1.scaffold3581.2",NA,NA,NA,16.9954727700964,17.166336730068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3584.1",NA,NA,19.8220677934362,18.6987601902283,19.6189410611562,17.3210478255631,NA,NA,NA,19.1998709044464,19.1124902549087,NA,NA,NA,17.967132658752,17.1297956896597,18.1265177965196,18.1912576073732,NA,NA,NA,18.1074996545473,NA,18.9755480072802,NA,18.8022996129518,NA,NA,16.868510984954,NA,NA,18.0754505863776,17.2093089301578,NA,18.4335716884419,NA
"SymbC1.scaffold3586.3",22.9668625567969,20.7068932916546,22.5167498622019,22.4747336838019,21.9087471800151,21.9658957581338,22.3407338163597,23.837855799894,21.623938183449,21.4904279788642,NA,NA,21.2447385107136,NA,22.4269078744463,20.1562067031545,19.8045230791169,23.757379937169,21.3584094817544,22.4484358401314,22.0996086611416,22.6067460965323,23.035859095711,22.8667709664149,22.9275187457562,22.8224709571394,NA,NA,21.731418685257,20.8370633075961,20.2633428524068,22.1552706722609,22.3853022403026,NA,22.1773150542999,21.6482424748409
"SymbC1.scaffold3589.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.908719697918,NA,20.8753051178381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2250320516806,20.385709711043,NA,NA,NA,NA,NA,20.8764069671522,NA,NA
"SymbC1.scaffold3593.2",19.0242905355361,NA,20.7969757202214,19.7040842123819,20.6289107165561,18.2677592503406,18.9643877592449,18.4074716123525,NA,NA,20.2832392967569,NA,NA,NA,NA,NA,NA,18.7850710617601,NA,NA,NA,19.1241391436693,NA,18.7408883400231,NA,NA,NA,NA,NA,NA,NA,18.6631726080006,NA,NA,NA,NA
"SymbC1.scaffold360.4",20.4758427536833,20.0153590703661,21.3956954627666,21.0632201125675,20.9059158815076,20.3603312501377,21.0645602299911,20.1010443417768,19.4898746584058,21.0506064550535,21.0312874294698,20.8142481012925,NA,20.7156390504495,20.9027907630895,19.6647869864761,20.5426833348643,20.9921220183849,20.4935040408818,20.5715190066078,20.4669739770719,21.1547476632384,20.1723283096958,20.6976451792798,20.6174941450194,21.4386713109988,20.1830954412505,NA,NA,NA,NA,21.0934114388016,20.7145967519287,20.2999799014919,20.9008824662325,NA
"SymbC1.scaffold3612.4",NA,NA,18.6261151769227,18.7713151622287,NA,NA,17.1622550136103,NA,NA,19.201742251033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3618.2;SymbC1.scaffold745.2",19.2211306964218,20.895558734395,20.9655028330553,NA,19.8662301823154,19.9569794324467,NA,19.943671912048,NA,21.24556561708,20.9563109231968,NA,NA,NA,19.865762811012,NA,20.5105882883753,20.1984823613513,19.9516566331856,NA,NA,20.1018384939449,18.9570617340794,19.1773282862773,NA,21.333664478429,NA,NA,NA,NA,NA,20.4519596376993,NA,NA,20.415482736647,NA
"SymbC1.scaffold3621.4",22.8866234465844,22.4962435391179,22.8593297522028,22.4232108244127,22.6944425919508,22.4254377211014,23.1751759627928,22.9111764515867,22.4748414735584,22.3677799904321,22.5010729069902,22.8360564244899,22.4202883225911,22.6264722683916,22.7385403019144,20.9111151774473,21.389360748703,23.7048564500607,22.0451593954968,23.061116193492,22.8487696278309,23.1700110666373,22.8310474046465,22.8059227260962,22.9993154326509,22.78954379366,22.1241981607539,22.1587859417593,22.5333944947374,22.9353353933691,22.2403105147717,22.9501525402204,23.0656241976538,22.903721811851,22.3741916517994,22.5376840812422
"SymbC1.scaffold3622.2",NA,NA,21.250384446203,20.0276370828944,20.706181388274,NA,NA,20.4644953966352,NA,20.8064784288225,NA,21.0254540588477,NA,21.1613562715003,NA,19.6434828978567,20.7332484264477,NA,NA,NA,NA,20.2225116249577,NA,19.8144500593544,NA,21.431512141887,22.1912658919781,21.4093449654544,NA,NA,NA,18.6312844278727,NA,22.5380155353627,20.0599622823297,NA
"SymbC1.scaffold364.7",NA,NA,NA,18.2601972578716,17.4421577442344,NA,NA,18.5343554889357,NA,17.8178783449969,NA,NA,NA,NA,NA,NA,NA,18.9374839185649,NA,NA,18.1511229445822,18.0930233782545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3640.2",21.5146758944101,20.7726371548884,20.9865764978443,20.8467410396192,20.9411772198005,21.3044596716968,20.743063644571,21.1686213191511,20.8638225408007,20.5231030632799,20.5274662675915,20.914240404258,20.0567470150713,20.5633194160873,21.4298004135796,19.480284211386,19.8687023804335,21.932271982153,20.374744602239,19.7113161806617,21.5747078501076,21.23310090668,21.9413560797929,20.6894631453392,21.3918314653854,21.250270367235,19.9515533914717,20.3006245907757,20.1881259350404,19.9715204875355,20.1508326724283,21.4342515265143,21.5936418728544,20.5723134953251,21.2354197339103,20.6413160964202
"SymbC1.scaffold3646.3",20.9638291054081,20.8090680310629,22.1940593073196,22.2602613024953,21.9615475497253,20.9136213598408,21.2821058435684,21.6114069194183,19.851946865973,21.7155913991896,21.4769940964168,20.0479572820078,20.5097944512108,18.8203940190613,21.7963221697394,20.5665661306684,21.1511110188619,22.1512541209995,21.3970496913992,20.9581973537835,21.5281067371176,21.6428921044618,20.8800572859025,22.5039439889886,20.7608550435736,22.44724393677,NA,19.7964996209945,20.3116719662191,20.9159286013535,20.0834017393542,22.0722760700254,21.6950995489577,NA,21.9572658289566,20.3708458175128
"SymbC1.scaffold3650.2",21.5842022517826,21.9353744239023,22.1511958906736,22.46788187739,22.0456028697687,21.887953973733,21.6747777104848,22.1027419235228,20.9538964302445,22.0857032561578,21.7062342002765,22.1226780958882,20.9556278270732,22.4346041777005,22.1084070451776,21.2744198161883,21.523301476035,22.4645111011951,21.6386036177535,21.4358800520988,22.0774113136691,22.0093798166405,21.687785623486,22.6062697629969,22.1154723489798,22.1974911829492,22.3931187376296,22.1247072800997,21.7901710828746,21.7600541276126,20.82447197672,21.5858136783549,21.9656460315038,21.6666108515713,21.9108897210834,21.5431869116828
"SymbC1.scaffold3656.5",NA,NA,19.8197885059212,19.3797356996645,19.9918056185973,NA,NA,NA,NA,19.9397111116227,NA,NA,NA,NA,NA,18.5614260528016,19.2508640864264,NA,NA,NA,NA,NA,NA,19.8883109895695,NA,19.9608822146269,NA,NA,NA,NA,NA,19.1776307635582,NA,NA,19.4306190810801,NA
"SymbC1.scaffold3663.1",NA,NA,NA,NA,18.0514758203352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8111922015807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3664.1",19.6067470000272,NA,NA,20.4103425239555,20.2146357287013,NA,19.870186152323,NA,NA,NA,NA,NA,20.4548225084743,NA,NA,NA,NA,21.2018062522608,NA,20.656609036203,20.6195129736948,19.958375443837,20.3641542969111,21.128875389964,20.4242424218014,20.5852408564504,NA,NA,20.3251326288496,20.4839773665721,19.7096405458986,20.6368713971333,20.4604283983531,NA,20.0182951087864,19.0908822521947
"SymbC1.scaffold3678.4",NA,18.6560125711209,19.8688436501783,19.8597876501771,19.9729556911813,NA,19.9222815992475,18.6333582401934,19.5108402107717,19.0457539965201,18.5997837040321,NA,19.6111269241162,NA,19.3491726830488,NA,NA,20.9266532389359,NA,19.9047548713759,20.1145695514866,19.9665824595732,20.032966689604,19.9498997171992,20.1736188891453,19.7368647400146,NA,NA,19.5925276393197,19.7518188220939,19.1386642835228,20.0149492634712,20.1169763915222,NA,19.9504548014255,20.0101440781265
"SymbC1.scaffold3678.5",NA,NA,NA,NA,17.9427158368329,17.9569963538332,NA,NA,17.2454861193833,17.6258801502545,NA,NA,NA,NA,NA,NA,NA,17.8443058937597,NA,NA,17.6248269077569,18.0397592858675,NA,18.6756764779925,NA,18.2916926108212,NA,NA,NA,NA,NA,17.9272153483496,NA,NA,18.1507470046497,NA
"SymbC1.scaffold3680.1",20.3971383696664,19.4128774577857,21.7195789155511,21.8976961053196,21.7701164057769,20.4132967159695,21.8003408588025,21.6275341071153,19.7223546796486,21.3650107978894,21.9131671763486,20.8438279149052,20.6425112916706,19.3909277890847,20.8451523391888,19.1751005633794,19.6253716305824,22.2013664108363,NA,21.3359339857901,21.5067079356828,21.6972266820545,20.4360281590021,21.3714782229276,20.7324699184083,NA,20.830538610783,20.3621489088386,21.0652216853552,21.3065931217154,20.6936531679104,21.298255310922,20.9607174234675,21.0434518888172,20.8832356206734,NA
"SymbC1.scaffold3685.2",NA,NA,NA,NA,18.2841097416901,NA,NA,NA,16.6479993918748,NA,NA,NA,NA,NA,NA,NA,NA,19.0058940000987,NA,NA,18.7004967623357,NA,NA,18.3574581745441,NA,NA,NA,NA,NA,NA,NA,18.2177913372956,NA,NA,NA,NA
"SymbC1.scaffold3695.1",18.762245767361,20.0749350474442,21.3161110745949,20.4108160774405,20.2759799592462,20.7987772176843,20.5953923753544,20.1276304083605,19.7905623787594,20.8843367426847,NA,NA,NA,NA,21.2922452320809,NA,20.2910765271685,20.819624517756,NA,NA,21.2540433420431,21.245347713306,19.785585467661,20.8539699603992,NA,21.0575173366284,NA,NA,NA,NA,17.6419029062719,21.2074309946247,NA,NA,20.6514518264785,NA
"SymbC1.scaffold3702.1",19.7097193105781,19.9019199532368,20.8156746985237,NA,20.2287419337435,19.8364410587744,20.4040265767714,20.1529736433715,19.306039432039,20.5591225310113,NA,NA,NA,NA,20.3880869392042,18.6414679203908,NA,20.5572803342997,19.9810862518099,NA,20.6149061577286,20.7168799423649,NA,19.6369067896867,NA,21.3302098027657,NA,NA,NA,NA,NA,20.9168244311614,20.2259242055366,NA,20.0911709546081,NA
"SymbC1.scaffold371.1",22.3250656342385,21.1474544705077,22.9300953667764,21.999058689906,21.9363867803533,22.718898428329,21.6893042373482,21.512577964538,21.5830829971121,22.7552148180818,23.2521816256029,23.187346786863,22.3147667412663,22.6098558482211,21.9621289808096,18.456150714514,20.680965533088,22.9872667014381,21.5578614432075,21.8341283369579,22.1423012330419,22.028039253907,22.144577030703,22.3626493803164,22.3405705703487,22.8707821683815,22.9691258019371,22.424125272751,21.6919530474507,22.3406545044652,21.630646628774,22.9028055726164,22.1362420581527,21.8091216249761,21.5545840507922,21.1323095651102
"SymbC1.scaffold371.9",NA,NA,NA,NA,NA,NA,NA,20.2577552677463,NA,NA,NA,19.3705487997984,NA,NA,NA,NA,NA,NA,NA,18.1140355473113,18.8927358672397,NA,NA,NA,NA,NA,NA,NA,19.607325685204,NA,NA,NA,NA,NA,NA,19.1132711373365
"SymbC1.scaffold3718.1",28.09431629289,27.382999547614,28.1414927225978,28.3307917633227,27.1621727879877,27.4249202639764,27.9091000952185,27.631132416732,27.0400624155524,27.7343870254515,27.4041840981233,23.6608700834077,27.4977392973912,22.8705062969862,28.2320275167664,26.214642546272,26.6335993682677,28.3787195220689,27.6797102056858,28.5106514239931,27.9126449717198,28.201883558369,27.8579057477903,27.9471009282601,27.981354575228,28.4591208907012,23.5582205316478,22.765409638735,28.7967377397483,27.9513061504474,27.1691772564429,27.8017962633638,28.009197659729,25.3409457913074,26.9091294932904,27.6962292657467
"SymbC1.scaffold3729.12",22.9777565479094,22.1971836908147,22.8625277337582,23.3290297061105,22.9429046155087,22.894502506345,22.847073312566,22.9149451087599,22.494709855981,22.4625531951398,22.6343423436011,NA,22.6730006070259,NA,22.9424838110034,21.3479843559695,21.6106706191253,23.7665418489025,22.3723847278165,23.2004807877246,23.1636467587553,23.1073751350489,23.1977155358521,23.5136824233315,23.0932674800339,23.41211043993,NA,NA,23.0820163027185,22.3288451389207,23.1787169689697,23.5538592851574,23.2702897650855,NA,22.6713592222448,22.5334053079978
"SymbC1.scaffold3731.3",24.1844687493644,23.7205641859824,24.3385333315441,24.5297574768338,23.7891535151802,24.1077358927749,23.8475675166374,24.2319364328931,23.7767633268284,23.922353290557,23.5163192187697,22.6326770990087,23.8604527698045,21.8356463432348,23.9643733922889,22.7919379827551,23.4014829304745,24.8901339978149,23.7538007741109,24.0599875242171,24.2511524009548,24.1634747835,24.3466978120736,24.6274828984344,24.3139615041151,24.7153290272515,22.8661397960413,22.1036209384914,24.1936715351179,24.023928930404,23.6363963892922,24.4831677625372,24.2657778426986,22.9839747249031,24.3144611304789,24.3940788907263
"SymbC1.scaffold3742.1",21.2178541868762,20.2167884792023,21.7455450818153,21.509171295835,21.2726290731321,20.9209246914092,21.0723982583146,21.1338367632084,20.56248641876,21.0755144037474,NA,NA,20.8496048696207,NA,20.8726978918244,19.6551179569304,19.9735758967984,21.5800799155543,20.0891531886959,21.0663865101215,21.0051086321362,21.173616754388,20.5939753029238,21.2743736029546,21.0248033587538,21.952017876564,NA,NA,21.1895691161154,21.1597875896208,20.6446504483951,21.3300413938871,21.2036998817879,NA,20.5716669000333,20.8825438906686
"SymbC1.scaffold3744.1",NA,21.0872033466773,21.8056195073857,20.8030660871768,21.221994890097,20.3947185943644,NA,NA,NA,21.5070896641803,21.0909549176386,NA,NA,NA,21.092746819404,NA,NA,20.9414532478088,20.5432184236564,NA,NA,21.6743361454038,NA,21.4229672413352,NA,22.0999525909734,NA,NA,NA,20.1605871457971,NA,21.4350569872492,NA,NA,20.5256987005282,NA
"SymbC1.scaffold3753.2",17.3211374460115,NA,18.7083721474956,18.5570300803873,18.9666415986712,18.5605786678189,17.7607027931102,18.4113441779265,NA,18.263064703126,NA,NA,NA,NA,NA,NA,17.5297236442489,19.15426325513,NA,NA,18.6756607584113,18.4199829305966,18.6762543228883,19.0247916941785,NA,NA,18.1900769413686,NA,NA,NA,NA,18.16579472153,18.2886805200362,17.985183718156,NA,NA
"SymbC1.scaffold3763.2",NA,19.3506284605074,20.8510616856547,20.8717089093173,21.4634525304802,NA,20.4332857806883,NA,NA,20.9951791920262,20.9222928522963,NA,NA,NA,20.6492879778941,20.1438264578628,NA,20.0844392550472,20.8308143022506,NA,20.3653312539187,21.171759233783,19.1548840716407,21.5036721791647,NA,20.8490791886146,NA,NA,19.1320227018969,NA,NA,20.9358641943034,NA,NA,20.3037500957537,19.0241298709179
"SymbC1.scaffold3765.2",22.013202705588,21.1329279787031,22.2079930239629,23.5688718363655,22.5474490534273,22.1244796421841,21.9886764532485,23.3439696606882,22.5568432675275,21.8178664424378,21.6884127483376,22.5611439961308,23.1778281227861,22.954270871261,22.1038360474607,21.6001474854532,21.1225488765225,24.0453860660459,22.5311598777869,23.9032750753858,23.753982003299,22.622570446853,22.9972002452532,24.0695372872163,22.9380026867233,22.6701697571175,21.6587961461462,21.7128119182434,24.0062336112675,22.8335262458694,22.6334611264345,22.7418610203832,23.5824707292562,21.8204601464315,23.0460102259922,21.676555640475
"SymbC1.scaffold3771.1",22.7951439222308,22.838848640017,23.7775793015723,23.9629732941314,22.9869310992951,22.7814532690532,22.3468423807295,22.7612489931906,22.8390039198984,22.0060803422974,22.5197390601276,20.7321426809797,NA,21.6901472096617,21.1379683023459,20.8351879471885,21.0639647759251,20.5363106614145,NA,NA,21.511068435968,23.2991073804576,22.2225026334369,21.4147870278022,NA,21.1757831271438,22.6620273483184,21.0986155711292,NA,NA,NA,20.3846513649727,22.5943350839266,20.9626778803819,NA,NA
"SymbC1.scaffold3772.1",20.0236218839003,19.7224218086175,20.5178709517971,19.2447271891265,20.1861412982853,19.6896261944726,20.4144704040322,20.4676508206477,NA,19.8827494764624,NA,NA,19.7073536549579,NA,NA,NA,NA,20.4674760734016,NA,NA,20.6225632977211,20.7016065056718,19.8617581464159,NA,NA,20.8757639725256,NA,NA,NA,NA,NA,20.9245143355627,NA,NA,NA,NA
"SymbC1.scaffold3773.2",NA,NA,19.0511808891532,19.9188811574712,19.2671907371065,NA,NA,NA,NA,18.3488875089856,NA,NA,NA,NA,NA,18.5681180227731,NA,NA,19.3984665852249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7767742684182,NA,NA,NA,NA
"SymbC1.scaffold3777.1",NA,NA,20.5711346211007,20.4840559411335,20.6944886088719,19.7451373801996,19.4542819711978,19.9571541295646,NA,19.5926031420525,19.1758720407262,NA,19.2885501392025,NA,NA,18.7401317576202,NA,20.6403996312797,NA,NA,19.6845655440362,19.5635655559311,NA,21.0387956064092,NA,20.4840975015342,NA,NA,19.9889664183034,NA,NA,NA,NA,NA,19.3118066477428,NA
"SymbC1.scaffold3795.1",NA,18.7097426552245,19.3691590673983,18.8437389889609,19.0693361804599,NA,NA,18.2839776758273,NA,NA,19.2528703986543,NA,NA,NA,NA,17.3802517786331,NA,18.7324445578317,NA,NA,NA,18.492310910292,NA,19.6328794122168,NA,18.9957775001199,NA,NA,NA,NA,NA,18.5975078190611,NA,NA,18.0190589063827,NA
"SymbC1.scaffold38.8",NA,19.7130335170562,20.8717106011069,20.9845612696572,18.9914188231001,NA,19.355610667624,18.5026666078214,NA,20.7487066518455,NA,NA,NA,NA,18.2693109123716,18.3999754158199,18.6813830894844,NA,NA,NA,NA,20.2755948411952,NA,19.9154858117615,NA,21.2367648745285,19.2695012572323,NA,NA,NA,NA,NA,NA,19.5142619710575,NA,NA
"SymbC1.scaffold380.3",NA,20.3983143104312,21.1092838917661,19.3251421011973,21.3928981813687,18.2885666134571,NA,18.8130119714957,NA,19.531996882102,21.2721756993449,21.8229052168759,NA,NA,NA,21.0990726219515,20.9632841720669,NA,NA,NA,NA,19.3574051491283,NA,20.5226828120357,NA,20.0626603334953,23.7836811990161,21.6878675121101,NA,NA,NA,19.3304389221894,NA,23.7960773462436,NA,NA
"SymbC1.scaffold380.5",21.4532583238276,20.9256838230306,22.0096284083315,22.3907636977469,21.8825204759092,21.5528971316928,21.1546557386377,21.927777510054,21.5111856121391,20.9566117198006,NA,19.4886944550128,20.6268061051764,NA,21.2725553241602,19.8643383434862,20.2978450362965,22.0920473646734,20.5376134685955,21.0167953683451,21.3458495825126,21.6386476947564,21.1216474944167,21.5561999926717,21.3467643506164,21.5935438575637,20.6337356016695,19.8765254710246,21.1535642465015,21.1335045807365,19.9980452113315,21.4927788455649,21.2840805046212,20.0974885455358,21.1279466335028,19.9319908564881
"SymbC1.scaffold3805.2",NA,NA,NA,17.1237111186647,15.7321872003984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0170969028099,NA,NA,NA,NA,NA,16.0034823979661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3812.4",22.9699999220879,26.5490851092916,26.953984323422,24.2716093515605,26.6908041007673,24.9075745116682,25.1724024806308,25.507994927496,22.2565815965897,27.0203636757301,26.6062818511851,24.4223503394172,21.1245392763785,23.4944616930766,25.8258064224189,26.1249301506179,26.9747092730076,24.4090320669044,26.4497312787446,22.8018013934243,23.8954168206906,25.4584151245803,23.3612159979934,26.2712152269334,23.5787923462742,26.7601387173774,25.8878159572091,24.9422538959269,22.6772692968406,24.3343948248962,NA,25.5071619077,23.716939897705,26.3408837365233,26.2531114132023,23.8951651322209
"SymbC1.scaffold3821.2",19.5719826561433,NA,20.1178001812644,20.5604798962569,20.0294956792383,20.8981297149608,21.374525994575,19.7694933486361,19.479797282985,19.6528094223614,21.5885983295251,NA,20.0889995878601,NA,20.0867823578917,18.1572360525917,19.1043480826172,21.2652138427771,19.1248396185511,20.9455842176252,NA,19.3287123126087,20.5447218187743,20.8391870613729,20.7288424541663,19.7421467845391,NA,NA,21.0764248403205,19.4869962730724,21.878673620892,20.7919187122907,20.3695000364351,NA,19.8295387752505,20.3639430322097
"SymbC1.scaffold3826.2",23.2530430095724,22.6999357474182,23.3401558532847,23.499950843992,23.3633347217817,23.1267704732908,23.9176950335034,23.1240406712871,22.7778409259166,23.3881693366914,23.5094836320485,20.4500604016272,22.980382885668,19.1201780650791,23.6209258838369,21.4690953746111,22.2907494068715,24.0918182259688,22.8731158868124,23.6164953366837,23.5356769090357,23.7164522305119,23.3265950267314,23.7506806154439,23.4601600157756,23.8100953917242,20.059181545533,19.2087227098946,23.4575950512975,23.3702809924939,23.3116935826193,23.7060851410699,23.7413885987584,19.8441887370059,23.2287821471594,23.1036106944071
"SymbC1.scaffold3829.2",22.8178368807392,23.1447226492008,24.5640273475986,24.7372164950353,24.2092262190928,23.5576056812967,22.6473636707669,24.082393690363,22.6499831344118,23.9266181337541,24.1346093128444,20.2446691283093,22.4650504366059,NA,22.9672807094743,22.7298150947604,23.0099744859783,24.1982145059783,22.3415884512762,22.762078959387,23.4567697498493,22.7228007576831,22.1423218022956,25.6792275095463,23.1839478940752,24.8544852070367,19.5354202686684,NA,23.685812913625,22.8007777824427,22.4995391210378,23.9124997950349,22.7958615066098,20.0072357088475,23.2068770907019,22.205205300189
"SymbC1.scaffold383.4",NA,17.9435173049777,19.2835956761264,NA,19.4589437308131,NA,NA,NA,NA,18.4304372376508,NA,NA,NA,NA,NA,NA,18.3309827812157,NA,NA,NA,NA,NA,NA,NA,NA,19.6789526388505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3830.1",22.7104880131145,22.9231178972032,23.0854330708967,22.4275808853565,22.6969375023096,22.5578539661157,22.4034125732257,22.7421006177697,22.1365499870437,22.6018214447094,22.6535529592915,21.0030582194754,22.0044721773909,20.7604894124235,22.0344770931959,20.8811312354356,22.1479869592005,23.3770359985619,22.1827269845604,22.8045519302143,22.9507809339589,23.2016166328917,23.0576465648886,22.9208312179905,22.8088423454716,22.9492063631018,21.062241509653,20.3016552715269,22.262951479149,22.2009698254314,21.1113826174291,23.0314572271657,22.5914399387802,20.9706120967704,22.3891447387369,21.7897456581538
"SymbC1.scaffold3831.1",NA,NA,18.5301355377348,17.9435328647964,18.1322697089728,18.2561290551279,17.4275524978522,18.7211736789093,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.264622994554,NA,NA,NA,18.7678785229945,18.2782601485678,18.8782964355417,NA,NA,NA,NA,NA,NA,NA,17.8852506301725,NA,NA,NA,NA
"SymbC1.scaffold384.2",20.3692560008048,19.6284804725087,21.3691589342435,20.9375514461992,20.9398181628427,19.7561279955035,20.0498299414567,19.9345432231008,18.8974059441869,19.9941021125709,20.1633189132154,20.337963194285,19.4724243565021,20.3135796131626,20.8304122063755,19.6450801868762,19.3978143133255,20.0908935559486,20.27890894484,20.2591521821781,20.594095391803,20.5858292621673,19.8428412774618,21.2124163800963,19.9990216890279,21.2727365576427,20.7580584832785,20.5884275702135,20.4001564476902,NA,NA,20.7283954378755,20.2790224825439,20.5502894133159,21.0722422087887,NA
"SymbC1.scaffold3840.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2042070874192,NA,NA,NA,NA,20.0111117211182,NA,NA,20.2241690870065,NA,19.5321510235449,20.8002421994249,19.4822062751444,NA,NA,NA,NA,19.8485298205702,NA,20.0652874361565,NA,NA,NA,NA
"SymbC1.scaffold3848.5",NA,NA,NA,19.3933198806869,18.6307793648618,NA,18.8739199822594,19.1035527499359,NA,18.4802734856883,NA,NA,NA,NA,NA,NA,NA,19.3723900421017,NA,NA,18.8033659996086,NA,18.9984399621288,NA,NA,NA,NA,NA,NA,NA,NA,18.6552095837584,19.3598527566927,NA,18.8257332622848,NA
"SymbC1.scaffold3850.3;SymbC1.scaffold7739.1",21.249467076925,18.558287923778,22.3235324197954,21.9982823330524,21.5922000348715,21.4096264643496,21.1665475923921,21.0685593534027,19.9460814252778,21.9393800453582,22.1972678451759,NA,NA,NA,NA,NA,NA,21.9174848985301,NA,NA,20.4314039988231,20.6934500547017,19.2996156699582,21.525896278866,NA,21.7036480431619,NA,NA,20.4006964107089,20.6270778405174,19.9457952995893,21.0756097165059,20.0571743794359,NA,NA,NA
"SymbC1.scaffold3861.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1221069472874,NA,18.930228404711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6630748601957,18.0972139668284,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3862.1",19.910602201675,19.3051148906384,NA,NA,18.7040350166424,19.5266780844109,NA,19.1501956967828,NA,19.1635577027002,20.3753950559229,NA,NA,NA,NA,18.0664911323564,NA,19.4363427562612,NA,NA,NA,NA,19.8844383867916,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2728675213224,NA,19.1656794264836,NA
"SymbC1.scaffold3864.6",24.5163475956598,23.7241145313958,24.5532239373733,24.1114792512776,24.4697429094175,24.2272475190043,24.7014908106237,24.3400278686922,24.1877303736297,24.8854919518411,24.5545466970163,21.4014997267665,24.0144867294133,20.5737979826674,24.4830888934981,22.8739308681725,23.8381331752058,25.1115609153651,24.4573667250511,24.3999183254647,24.7332200792784,24.7811421609578,24.4177273785029,25.1035028069774,24.6562667482135,24.9094261879599,20.9544724326202,20.0305118949731,23.8875831115309,24.598156799098,24.1339793947849,24.9997864677374,24.6791727329295,20.9833148704837,24.4396467742786,23.9199110582354
