"Protein.Group","S_19_1","S_P1R2_3","S_19_3","C_P1R2_2","C_90_1","C_64Y_3","S_90_2","C_64_3","C_64_1","S_64Y_1","S_64Y_2","S_60_2","C_19_1","C_60_1","S_90_1","C_P1R2_3","S_64Y_2_2","C_90_2","S_60_3","S_64_1","C_90_3","S_90_2_2","S_64_2","C_P1R2_1","S_64_3","S_19_2","C_60_3","C_60_2","S_P1R2_2","C_64Y_2","C_64Y_1","C_19_2","C_64_2","S_60_1","C_19_3","S_P1R2_1"
"SymbC1.scaffold221.10",20.4820121029653,20.0933098792372,20.5836138705509,20.7134351830553,20.0919571658225,20.0279834222677,20.2076961019856,20.1723710423873,19.9501345592014,20.1808851088573,NA,19.7633510798873,20.0803224477003,20.5746402968385,20.5340976632167,18.7313085679673,18.9612677435654,20.9334960742355,19.7666886323461,20.8290821128513,20.8810146968259,20.5529963065201,20.568414724418,21.1388773547609,20.2846779813281,20.7444557051383,20.0881538436644,20.0823754974423,20.3261454059652,20.5131337341079,NA,20.5467396488021,20.7742361073322,19.6908667476953,20.1487772571298,NA
"SymbC1.scaffold221.4",19.9907879821451,NA,19.9539994156512,20.3921846788241,20.1577526103937,19.8452209791861,19.978797115306,21.0322551264822,20.096522144061,19.6751286680124,NA,NA,19.6988999430618,NA,NA,NA,NA,21.647585672565,NA,NA,20.6643944396589,19.9805955613323,20.0989568472958,20.3609346679039,NA,19.8726634213192,NA,NA,NA,21.079645422574,20.0346920165549,20.6584440254206,21.0929546869523,NA,NA,NA
"SymbC1.scaffold221.8",NA,NA,NA,20.1361354881824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2210.2",NA,NA,20.7006488338884,NA,19.9995287765792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3136096423087,NA,NA,NA,NA,NA,19.1745784476163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2211.3",NA,NA,19.5950555154344,18.8909523160939,18.8019585420151,NA,NA,18.6647621435334,NA,19.0197042284662,NA,NA,NA,NA,NA,NA,NA,18.7359644798548,NA,NA,18.8248624300633,18.3662440298566,NA,18.8340079388405,NA,NA,NA,NA,NA,NA,NA,18.9139436027775,NA,NA,NA,NA
"SymbC1.scaffold2212.1",18.6080467690061,NA,18.3128632950456,19.9645276312722,18.9001397095312,18.7269233635371,18.5734344297184,18.7103053361852,18.9427108262567,19.0648692099749,NA,NA,18.3804923761712,NA,NA,NA,NA,19.2060340574348,NA,19.1844808565214,NA,19.2319125626956,NA,19.5825071372928,NA,18.6598343583018,NA,NA,19.5363302282252,18.6940434690915,NA,18.7930546339802,18.9472651414063,NA,18.2141410724477,NA
"SymbC1.scaffold2216.1",NA,NA,19.2473312802844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2499072497872,NA,NA,NA,NA,NA,NA,19.4571908528843,NA,19.9284288264334,NA,NA,NA,NA,NA,NA,NA,NA,19.4869490284923,NA
"SymbC1.scaffold2219.5",NA,NA,NA,18.9964427143699,NA,NA,NA,NA,18.6698041858406,NA,NA,NA,18.5033401402558,NA,NA,NA,NA,NA,NA,NA,NA,19.0643431315623,NA,18.7025390242478,NA,NA,NA,17.8813298336339,NA,NA,NA,18.6813429801432,NA,18.0256733716003,NA,NA
"SymbC1.scaffold222.4;SymbC1.scaffold222.5",24.6880043742448,24.9140748527831,26.0000975108676,24.6472916391047,25.3101546836583,24.3557293477507,25.1106371889786,24.7018340615462,22.7358080306229,24.9414576358873,25.0449598626086,NA,22.7091656583544,NA,25.4877731937804,23.7846743799664,24.8236439165152,25.0326457562099,24.802270223663,24.060671196892,23.78018059405,24.7269540167713,24.1648401934668,25.036372351843,24.4281535031494,25.1567015675505,NA,NA,24.2734140240009,24.0221569733518,22.7219480865371,24.9377515860055,24.5923914506835,NA,24.8388346015073,24.6378696869282
"SymbC1.scaffold2223.3",20.8724719870142,19.994624396719,21.1340613623763,20.7200996673582,20.8313040540961,20.8271265483484,20.801216251613,21.7309245937788,20.7299096681614,20.6040855619517,19.1669813263267,NA,20.9713497144262,20.3052762131812,19.8569466410024,NA,19.1847061824397,21.7429939754433,18.5819256473892,20.5281932007869,21.4168159501392,20.650698879967,20.4096348799843,21.1504944642384,20.5250252496771,21.1082814871465,NA,18.6014461832235,19.4826466056236,21.1586690067153,19.5420253273991,21.3878398499443,21.211985701303,19.494298709954,20.1612224730904,20.1400145041696
"SymbC1.scaffold2229.1",22.3223373555418,22.036714421183,22.6396722436177,22.9638594371285,22.857472690929,22.4250527199336,20.8401730300325,21.7530365463411,21.9285389770264,22.3906670180937,22.6165890008404,NA,21.9377858826383,NA,22.6288449869511,21.5889714592063,21.8828863930338,22.4848585337159,22.5281842565097,22.8948218330765,22.656223861016,21.148634064233,21.6885408084041,23.2772729252439,21.8486386985801,23.0575974859536,NA,NA,22.7252837656283,22.0121646695462,21.8406212019408,22.9003937565561,22.5713668156206,NA,22.8431785719146,21.3918249114432
"SymbC1.scaffold2230.2",20.7455574936707,NA,21.8229107585312,NA,20.3867049302349,NA,NA,20.4781116786169,NA,20.8925284572471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0998388127178,19.0364402691208,19.6708154958418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2234.5",22.5266637585035,22.5492356729013,22.6029024816463,23.4473944132394,21.5234415930907,22.5617526801092,23.1556687487277,21.6553527458531,21.7871840938137,23.6745649184167,22.7183411801472,22.9433787794235,21.7014017593044,22.0283155128195,23.4103011129819,20.3723024867577,20.874555732033,23.6790966866489,23.1029930338071,24.752133152161,21.9064408023326,23.0765750560771,23.5345998523574,23.6005286426725,23.6177150745396,23.1234298029958,21.2015420045549,21.6287030630727,24.5867426836024,23.2591215726757,NA,22.4426237545557,22.4603931502058,21.8808380967451,21.0171732112917,22.5172656956507
"SymbC1.scaffold2242.1",21.1548769657457,21.4071341840243,21.8660922419077,21.852695228284,20.9962404665069,20.7818882475895,20.7489661962449,NA,NA,21.4507337741384,21.0707656096152,NA,20.0123883988485,NA,21.5357582935333,20.0667340172079,20.5007544902583,21.0177611101207,21.6105271212432,20.9783843826975,21.0332282252583,21.0106704894908,20.5071435143833,21.6555725391769,20.8775218299883,21.9416316258772,NA,NA,21.3077402977853,21.2918392853951,NA,21.2233498012808,20.7509035253506,NA,21.1929068117937,20.9139777398806
"SymbC1.scaffold225.6",20.7102393229517,19.9112226341062,20.9355933889961,21.257158910001,20.8784941146665,20.5189574449475,20.8433099976059,21.1306175352433,20.1661738116893,20.5325540208377,20.5210173610943,NA,20.7507752618216,19.5564399825863,20.3533268290874,19.6614060441092,20.5317592151068,21.6260838645323,20.629385304416,21.4404844611632,21.2515261846904,21.1743445235645,20.6771038770379,21.4150327697482,20.7419648850804,21.4022419536314,18.7281062098267,18.6447225020428,21.0828654891157,21.0534344121695,20.3839137377211,21.2658762554018,21.212727172814,NA,20.7519985643695,20.2376083788514
"SymbC1.scaffold2250.4",22.0844934307061,20.4013580588862,22.8654224490532,23.372536575804,22.5052775528249,21.9454818799736,21.4875816093811,22.2110316931404,20.1299497231421,21.447999818347,21.4520277805442,NA,20.2129849285867,NA,21.9044408598389,19.9711261965283,20.9111512106146,21.2117340042271,20.9179181545994,20.0304916888064,20.9841804382682,22.0905833165058,20.9838777703538,21.5856640193503,21.1163384082014,21.0353520340749,NA,NA,20.8966220419824,NA,19.9731005172847,21.0452847353786,21.7456721700606,NA,21.0817759773496,21.0790564891804
"SymbC1.scaffold2253.2",20.8661727244733,19.5763438669611,21.1574241935634,20.9181015596054,21.0305706596327,20.5928770629025,21.0111692334428,20.9551103914767,20.4405290700672,20.4339937604574,20.6582100660227,20.6069859545684,18.7986621379004,20.5939624275266,20.3855770159233,NA,NA,21.4040465928145,NA,NA,20.6287997196442,21.1009975190006,20.6056811603612,20.2556474169876,20.3996106764456,20.2389409886183,20.4204827577991,20.1857069365827,NA,NA,18.4077169180698,20.3998816978144,21.1741329687002,19.7741685308172,20.0925979555799,20.5260413992835
"SymbC1.scaffold2256.4",NA,NA,20.3767973404495,19.8828650356502,20.6024918215392,16.9382680141758,NA,19.6503160682025,NA,NA,20.9538086205009,NA,NA,NA,NA,NA,NA,19.4771905512249,17.6805752182793,NA,NA,19.7761854126561,NA,20.696090103195,NA,20.3722165205749,NA,NA,NA,NA,NA,20.173665090618,NA,NA,NA,NA
"SymbC1.scaffold2271.3",27.8806941671007,28.9865374394925,28.7741211650337,28.6487162317295,29.0534072323094,28.4714443923038,28.771425189848,28.3948310921621,27.2168837799541,28.919190950658,29.0430970582845,28.7620079714202,26.786970208717,27.8854200809353,28.971488211476,29.0478265173787,29.1667591899482,28.067124452242,29.1187906109904,27.7423383248642,27.9074543133834,28.5968002107132,27.8227666685755,28.6624077175163,27.7471085451599,29.0378822114649,29.1904050931862,28.9069747041385,27.5307837518548,28.1725617978948,26.4119041438517,28.5975973822606,27.6500635803591,29.05607603738,29.0038184605676,28.5868628034851
"SymbC1.scaffold2275.3",21.6518852359159,21.4415745763473,21.977409292331,21.9045794081698,21.9246209800728,22.1862557254615,22.39085919042,22.0100219669577,21.4961422140921,22.2031597812912,21.9230125927999,21.7337687153223,21.5856718120859,20.9330234246463,21.6512847336613,19.5728666138898,21.0493917535237,23.1300179327161,21.4791261153474,21.9969259771061,22.011588816302,22.503517876104,22.0732454402054,21.9641796447609,21.9424822002038,21.9956969465591,20.4382111302167,20.9808983957194,21.795223902703,22.7433845107046,20.8641690437201,22.3557767901887,22.2594724652008,21.380160866977,21.6715430102938,21.1378099642862
"SymbC1.scaffold2276.5;SymbC1.scaffold2276.6",21.5158159172044,NA,22.6220802024256,21.5318392744787,22.9354595859393,20.976477332982,21.3470686036313,21.3766179897825,19.8890177912621,20.2642402740389,NA,NA,19.3499500091691,20.7292209656451,21.0656826996896,NA,NA,21.3421856484544,NA,NA,20.440021182058,20.647753304104,NA,20.3956371569248,NA,20.2570240658914,21.2685923982141,21.1854509148851,NA,NA,NA,NA,21.3669867438939,NA,21.1392862259306,NA
"SymbC1.scaffold2285.6",NA,NA,NA,NA,NA,NA,NA,19.0678851522167,NA,19.4357840605347,NA,NA,NA,NA,NA,18.4387588632523,NA,NA,NA,NA,NA,19.1620585864984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2286.3",22.1442722110735,21.2662585422245,22.282562046439,22.5102835567943,22.3626473739611,21.9517794287395,22.1914555211095,22.5483180605705,21.4733356477347,21.724296821525,20.9066844768763,NA,21.9647303202899,NA,22.3554313520627,19.4780303101105,20.8289651654461,22.8534047469845,21.3989508348832,21.4439700606838,22.6080948359695,22.0983836178595,21.9897195698156,22.189932211291,22.1304330928706,22.478617319896,NA,NA,22.0315368182151,21.9065075967389,21.7618288633973,22.5175521367193,22.9362444227282,NA,22.1130938457278,21.6994005687787
"SymbC1.scaffold2286.7",NA,19.153895707233,19.9812503009191,19.9120637203271,18.9255742691159,18.4894805070394,21.9900800666956,19.1006612162619,NA,18.8871915114244,22.1352254888838,NA,18.0791934075287,NA,NA,17.8400380517196,NA,20.0906595501828,18.9987018930609,18.3513698187149,19.2058864461299,19.6171307875439,19.0024395738913,20.287450303718,NA,20.6127422007073,NA,NA,19.7182231605571,NA,20.7391215392067,20.2233617338201,19.802773309356,NA,20.1958861024095,NA
"SymbC1.scaffold2289.2",NA,19.9102782963591,20.1397671025281,21.5168436201125,20.4828126333011,19.7900953968857,20.4708226882338,20.5998463454244,19.9634369399646,20.343134060944,19.5238485852734,20.4478004826276,20.6658853979182,21.2863242450736,NA,NA,NA,21.6958298937155,18.5751229157224,21.0086201078697,20.9175818666949,20.2761263936142,19.2631201653,20.2973957405799,20.2561535360261,21.0751809227455,20.7557861182319,20.8112711993095,20.9081879995238,20.3828974662154,19.2114501798075,20.2051875476154,20.1670395357218,20.0279635180189,18.8216194637224,18.6824707641841
"SymbC1.scaffold2291.3",NA,NA,21.5014800620227,20.1806094136489,22.4663955286427,17.8369982257346,18.9625400352296,19.7807545078584,NA,20.4288855960884,21.736169232325,NA,NA,NA,NA,21.1460240062221,21.0883330942024,NA,20.5953931721586,NA,18.6190258322787,18.4864885275588,NA,20.9456101134367,NA,20.2310182440804,20.1695157011151,NA,NA,NA,NA,19.4977612213706,NA,19.9618359547047,20.6534411087572,NA
"SymbC1.scaffold2295.2",18.8913213861299,17.3779181081232,19.7958223766467,19.0211846800668,18.1667044931922,18.6460733640793,20.3735378674267,19.1259127046973,NA,19.5256022906339,19.2652035393581,NA,NA,NA,19.0136842206854,NA,18.7900770963922,19.3868280512457,18.8165301950632,NA,18.7506373785854,19.5176419982875,18.9242897854941,19.1333341488105,NA,19.106709411998,NA,NA,NA,NA,NA,19.1075855348107,18.3323215209511,NA,NA,NA
"SymbC1.scaffold2296.2",21.6013277249451,NA,21.6109860615439,NA,20.4921710381053,20.6453701632643,NA,20.7015771068953,NA,NA,NA,NA,NA,20.3631428589862,NA,NA,NA,20.8756650897254,NA,NA,NA,20.8312439316535,20.5550299965673,NA,NA,NA,20.3013218883494,NA,NA,NA,NA,NA,20.8734227087673,NA,NA,NA
"SymbC1.scaffold2305.2",NA,19.2340443851042,20.7093352264014,NA,20.8402135690953,NA,NA,NA,NA,19.9541797999579,20.0262392404877,20.2773441629893,NA,NA,NA,19.1762430131009,19.9942257512886,NA,NA,NA,NA,19.1276483543003,NA,NA,NA,20.1074129709562,21.8620664469399,20.3999107653853,NA,NA,NA,NA,NA,21.3467205328967,20.0960465848644,19.1898774814473
"SymbC1.scaffold2306.2",23.4246319957344,23.4605428863933,24.7011340434385,23.7756207287904,24.7191498093199,23.788858795915,23.6942429911778,24.6009129876603,23.1669785689813,24.3344647975909,25.0186499794788,25.0095245346767,22.9926456247442,24.5328864177949,23.5069989008623,23.2271392360478,22.9560672443772,24.1441887984617,23.5258820646411,23.1737457490489,24.1648335966831,23.9841292300331,22.9694512546744,25.0837659446417,23.1744044178299,24.553458915073,24.7395818283878,24.6573132153357,22.7736465162582,23.9463416120107,22.1990618199959,24.392650211771,24.0039723130307,24.6123045194358,24.3644482254202,22.6006723445656
"SymbC1.scaffold2315.3",NA,NA,19.3071165740045,18.7151256954614,19.0697524584295,18.5081011071882,NA,19.9817537446361,19.4033469063105,NA,NA,NA,NA,NA,NA,NA,NA,19.9619954975394,NA,NA,NA,NA,NA,20.0124683668358,NA,NA,NA,NA,NA,NA,NA,19.7893474734961,NA,NA,NA,NA
"SymbC1.scaffold2321.3",21.4359422207107,20.7454251634315,21.9688390264566,21.318150266306,21.1503041775981,20.8763367970301,21.736727068909,21.3675985820879,20.5773346613098,21.6171508581168,20.3344053278368,NA,21.0448368285781,NA,21.9753568044297,19.2792927542072,19.5462045691177,21.5637071691404,20.5830663503538,21.398231315859,21.6593339666692,21.9844088970094,21.1732843036363,21.564858177037,21.2611837465839,22.216018591235,NA,NA,21.4716925772684,20.6988571392349,19.373349082834,21.5819652862069,21.8237077573967,NA,21.1765105654724,20.9537177863964
"SymbC1.scaffold2321.7",NA,NA,19.4831705923914,20.1469825181564,19.8358159398438,19.9711263719876,NA,18.9165841945062,NA,NA,NA,19.9908842138189,19.7427928614629,NA,NA,NA,NA,20.3817478265049,NA,20.0079438100232,NA,NA,20.416844420864,20.314967219965,NA,NA,20.2259031767662,NA,20.1458758764929,NA,NA,NA,19.6871617507787,NA,20.5050503485971,19.1338931905729
"SymbC1.scaffold2335.3",NA,NA,19.3486102473927,18.627122159706,18.985937196643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0457571621814,NA,NA,NA,NA,NA,NA,18.3753063568797,NA,NA
"SymbC1.scaffold2342.3",NA,NA,NA,18.0117716950823,17.8505163150529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2349.4",NA,NA,18.9237652460888,17.7950833640539,19.256383060241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.642491570828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold235.6",NA,22.4489390110967,22.9280614463926,17.993737869346,23.0167948583687,22.2100733367639,22.4277211523479,22.3910308776932,NA,22.3694501143373,22.4382563171784,NA,NA,22.1303685167566,NA,19.7046856160778,19.4614100007279,23.1131334400931,22.6167222514605,NA,21.9008840320484,22.8180291672806,NA,NA,NA,23.3583083286526,19.4786206523927,NA,22.4232678982281,NA,NA,22.927205038047,21.9369056735962,22.286241884816,23.1746358941717,NA
"SymbC1.scaffold2355.3",NA,NA,NA,15.3017034096555,14.9654540401775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold236.11",19.6917763132074,NA,20.1647599561196,19.112040300174,19.4180497242714,19.3894199652396,19.4747673457618,20.0916119700137,19.4331082219212,18.8222756629541,19.1547668198967,20.1957682320946,NA,20.2004816857425,NA,NA,NA,20.0185452252976,NA,NA,19.6190623371987,19.4273127162408,20.1192894501862,18.7961886708155,NA,NA,20.0048013245154,19.9533395602524,NA,NA,NA,19.9614594978935,19.8309604911512,19.0250134740097,NA,19.6761638077076
"SymbC1.scaffold236.4",NA,19.2872778149363,20.4014067587892,19.1229259182515,20.4187676630773,19.4066399593785,19.6672942475815,NA,NA,NA,19.7312498284026,18.233893470013,NA,NA,19.4842144298481,19.3668604507982,19.6922512107914,19.9281706308464,NA,NA,18.5637637174504,19.8743910044084,NA,20.1343008127175,NA,19.8126125201086,19.956266870816,19.2248815152782,NA,NA,NA,19.4763083954457,NA,19.489876862803,20.1856420659197,19.0373647999087
"SymbC1.scaffold236.7",NA,NA,20.5684173919043,NA,19.4360530750642,20.3877049844433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6992334303773,NA,NA,19.63054243072,NA,20.0886439795955,19.8618859978763,NA,NA,NA,NA,NA,NA,NA,20.3397774371205,19.8367949704283,19.4142866426442,NA,NA
"SymbC1.scaffold236.9",21.2695256549451,20.4995681948449,21.3190786259069,22.4104086496396,21.851311749091,21.643816234212,21.3328252082391,22.1492949910565,21.330523584578,21.3634201493391,22.0374584772208,22.8441581769749,21.3946648277839,22.7854102609524,21.326354460017,19.7568833618602,20.376931110403,22.8616579203617,20.505902028624,21.8221165292211,22.2762598901733,21.6348373003263,21.8687649175469,23.150513057678,22.1371645530309,22.0899222403905,22.2780743598888,22.0015306931892,22.114975522953,21.8942693494909,21.9061913969862,21.5535615666344,22.1276922736851,21.8017697248751,21.6475453810075,21.6878447716676
"SymbC1.scaffold2366.10",NA,NA,17.4299833585508,18.8920538680962,19.4611499211458,NA,NA,NA,18.3916003553991,NA,NA,NA,17.8289413488358,NA,NA,NA,NA,19.6269185919971,NA,NA,18.2021224783357,NA,17.8229027863186,19.0732089861445,NA,17.6973461135603,19.5995965580203,19.1171750890207,NA,NA,NA,18.5830425853384,18.4655101082188,19.8282728711521,18.270571515033,NA
"SymbC1.scaffold2366.6",19.445388368503,19.9993263586912,20.0102193890929,20.7605176348963,19.40248489725,NA,20.0547627836292,21.6475062960237,20.7316414839047,21.0856449120947,NA,24.0873278386697,19.7145302011221,20.5556560080964,19.8583546116718,NA,20.3784700293115,18.8441072102168,23.3160631385263,NA,21.2248712140704,20.1142510158054,20.617387759479,NA,19.6754362511799,21.4254017356579,18.6524405190859,19.4022318029809,19.3188265992226,NA,NA,20.4746219254133,21.1797745719613,19.8480532393279,NA,19.382978314223
"SymbC1.scaffold2368.3",21.6133115163158,22.4674546794019,23.286546904491,22.0162825810623,23.0502035506481,21.7481725762921,21.4627329073953,22.3427920913076,20.2631247512242,22.4983689919434,22.8100038715063,20.9339804514296,NA,19.0055071947025,21.9422187207899,22.2965514810022,22.8664119755522,21.484617151377,22.1106045348347,NA,21.6234038598217,21.9570643917503,21.186978961253,22.5105520716688,NA,22.8321812474324,21.4557414714412,20.3807149691296,20.435326646118,NA,NA,22.3394935258648,21.6749418890904,21.3628885178895,22.5748168524736,NA
"SymbC1.scaffold237.13;SymbC1.scaffold237.14",28.0035949421956,26.7688955580349,27.6539917494882,27.9167765145674,26.8835627642149,27.2183214061509,27.7103479068118,27.7218935526436,27.0091255424765,27.5635767272399,26.7768742446064,NA,27.2677605359924,NA,28.0651618495217,25.2873020548014,22.3003573087328,28.1855596502646,27.1628089538349,28.2692943594576,27.3698429212819,21.2853306723054,27.569167803453,20.5209508420838,27.948582986138,21.8630252775718,21.122992091783,19.1486100163613,21.944927737517,27.7532290952086,27.0742365395421,27.6263650945254,27.7268303607561,21.2649731242378,NA,NA
"SymbC1.scaffold237.7",20.7368950795561,19.959586616385,21.3476696189921,20.7510656014371,20.7664608689992,20.1676337499032,20.2918412521942,20.4512487234564,19.9645278956677,21.3705876430287,22.3845849702487,19.6668367362824,19.4856504855546,20.1788114754589,20.3801805561792,19.8881829498026,20.6832511204897,20.6320146131143,19.3224128669214,20.3727914797522,20.7182621530396,20.5655158490091,20.5730487045853,20.3920137841218,20.3657161076377,20.7112087201411,20.3527349003298,19.914335583192,20.2082270638146,20.225605652995,19.1679696482885,20.5492845644955,20.5909933482195,19.8251806573056,20.3658226150862,19.870757997647
"SymbC1.scaffold2372.2",NA,NA,NA,19.5989155229867,NA,NA,NA,19.665727991126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3060018719159,NA,NA,NA,NA,20.4524498927145,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold2372.7",17.689784533907,NA,NA,17.7747750977263,17.2505517167942,NA,17.6309187523766,18.195372507804,NA,18.1632461167915,NA,NA,NA,NA,NA,NA,NA,18.1762099841401,NA,NA,17.8217618196103,18.0573866093094,17.73098438277,17.3590556746281,NA,NA,NA,NA,18.0483526647668,NA,NA,NA,18.0224695808341,NA,NA,NA
"SymbC1.scaffold2373.2",19.7815601250583,NA,20.4210003957015,19.6136200875083,20.3320635999517,19.5244985536335,20.0974293901372,20.4197879137578,NA,NA,21.133925478572,21.3027487967728,NA,20.8540074494673,NA,18.4468634501378,NA,20.7592167971865,NA,NA,NA,NA,20.0855248131377,20.9758615216106,NA,NA,20.4383927579821,20.332382169405,19.4146073065365,18.6481754253458,19.7275699567775,20.5091115999026,NA,19.8713692893718,20.735978316792,20.0481089940524
"SymbC1.scaffold2374.3",NA,NA,18.4736139761775,19.2406418490371,18.4697121105853,18.6327948966625,NA,18.8055617489002,18.4680017437042,19.0556910394457,NA,NA,19.7822845961064,NA,18.8311969532102,17.2833752456651,18.5312076006809,19.6617753800189,NA,NA,19.3892772374386,18.4496348191745,NA,18.9009901351382,18.9220122258812,19.3104171057596,NA,NA,20.0238292954777,19.0955330430239,NA,18.9334263753601,19.0028060899145,NA,19.6847948405933,NA
"SymbC1.scaffold2377.7",20.0470857932327,21.5697420591061,21.8166341915127,21.1163706155132,20.7634506735246,19.9104589237164,20.7787821002378,20.1453237922008,18.2549965756243,22.0714162065338,21.4075427967955,20.3110187487613,NA,NA,20.4656647940182,21.9812239915903,21.5248962831082,19.8872539030801,22.1335094409653,19.8956577421391,19.3942214060294,20.7052485847313,19.6734938015374,21.5811258595902,19.3372535749984,21.3783026624301,NA,NA,19.9220761249227,19.8254997848449,NA,20.5299505694643,19.3641782142415,NA,20.9874410657341,19.4341107474029
"SymbC1.scaffold2378.5",22.9043460366012,22.8104635719645,23.3825620238866,23.6637610184475,23.1263660746763,22.9688232978436,23.4786555814322,23.1218139385195,22.4053605452957,22.9949149810813,23.1092009825647,NA,22.849191557451,NA,23.4805348248167,22.0290209304594,22.5872820568588,23.8149548797358,20.6373015789959,23.3880916702877,23.3694306775334,23.6593508451943,23.4608154463529,23.5421838340226,23.4837355907671,23.825237441547,NA,NA,23.972430235004,23.5308745785841,22.6728669528009,23.587941601913,23.3539971011494,NA,23.3148336627709,23.574911760962
"SymbC1.scaffold238.4",NA,NA,20.0155150999493,20.29265780408,17.1291314283866,NA,19.2456699148959,NA,NA,NA,NA,20.5611507568117,NA,21.3477589523519,NA,NA,NA,18.312365053943,NA,NA,17.9899137280191,17.6773753362303,NA,19.8280353480394,NA,19.120408439436,20.1690681970302,19.9074886043803,NA,NA,NA,NA,NA,18.1572835527916,NA,NA
"SymbC1.scaffold2381.4",22.1437936123566,21.0604393287893,22.2685953963348,22.0998542190435,21.7228139920039,21.4658205839648,21.9298306985322,21.8790464996412,20.8023391593386,21.8120036335233,20.3604739232901,NA,21.02400200292,NA,21.646936149714,21.1179177818421,21.1549126493434,22.1728639030105,21.7994002093984,20.9010756934917,21.9146037477784,22.0189762476507,21.3949858277079,22.1820918121939,21.820933954347,22.4747687070745,NA,NA,21.8705019699093,21.0509888278274,20.6576200409093,22.3776773455983,21.477403285318,NA,21.7016528233919,20.9197195192505
"SymbC1.scaffold2388.2",19.3955068100075,NA,20.0610812450393,19.7850529968421,19.4745007512212,19.2998174267485,19.349404885438,19.640721436535,18.8175811418827,19.3809684322851,NA,NA,18.6931449057736,NA,NA,NA,17.6144923854989,20.2554412601418,18.5489148982492,19.6071249500848,19.5215186120357,19.116256220768,19.6519107394115,19.3088469937302,18.9394877488699,19.4609491456181,NA,NA,18.8819325569427,NA,18.8532893739816,19.2867426020622,20.1903845953043,NA,NA,NA
"SymbC1.scaffold2391.2",18.012258974313,18.2831468667949,19.3782230074983,19.7370994936442,19.322734399368,18.2421275499513,19.8441275204941,19.3633483584447,17.8871859323073,19.4324881233231,19.9127654691502,NA,18.9144533846629,NA,18.7203833024656,18.1922457004507,18.6685257958349,19.950939212917,NA,18.8905100495581,19.4923898880713,19.8221808268097,19.0542071665992,19.7672702614691,NA,19.867271857441,18.9562515363718,18.5093632969733,18.7420841660026,NA,17.7479620448093,19.3422214642853,18.9412873865648,19.2654452210156,19.0310023128697,NA
"SymbC1.scaffold240.13",18.3467859885057,NA,19.2656077502662,18.3932149912244,19.1722390248088,18.6670254339479,18.7059009568331,18.8282609571804,18.6524596667428,18.720030550907,NA,NA,NA,NA,NA,NA,17.2727409707429,19.161353503383,NA,NA,18.1917841124177,17.9402381321609,17.8380748759767,18.7035590192969,NA,18.3176120351607,NA,NA,17.5030355726418,17.5995442345078,17.5374821862344,18.5591384058201,18.1947667718587,NA,17.1082411211889,NA
"SymbC1.scaffold240.6",22.3522197947367,23.2756884665868,24.1197583600952,23.9919912816542,24.5993815768505,22.8694173457055,23.4200416747348,23.343813149642,21.1310659743272,24.0709216551984,24.5924830429491,23.406728569061,20.8422374404417,22.0445667170759,23.1542995720633,23.228895296414,23.5335764081436,22.6702220666607,23.6271201553499,22.5816020619897,23.1403998043109,23.6325773738913,22.1126186285648,24.4869975001838,22.1093864055944,24.0969312955162,23.7641879388874,22.8058312359244,22.6543279119672,22.3032323894095,20.6253767590318,23.3871889352056,22.3585692462778,23.7809676148498,23.8893881920493,22.0515616162289
"SymbC1.scaffold2402.4",21.8006178393113,NA,20.5589098384156,21.6727384647907,21.6297322507718,22.0782620738326,21.4069286019487,NA,NA,NA,21.9038809265802,22.8919576711026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0020757124999,NA,NA,NA,NA,NA
